Месяц,Мсц (цифрой),Дата,Сумма,Кошелек,Направление бизнеса,[counterparty_1ef22baea0],Назначение платежа,Статья
Июль,7,22.07.2024,"-2 414,87",Тинькофф,Общее,[counterparty_d7a35ccc36],,Оплата поставщикам 
Июль,7,23.07.2024,"-1 990,00",Тинькофф,Общее,[counterparty_831a0f4ab6],,РКО
Июль,7,23.07.2024,"-99,00",Тинькофф,Общее,[counterparty_831a0f4ab6],,РКО
Июль,7,23.07.2024,"-990,00",Тинькофф,Общее,[counterparty_831a0f4ab6],,РКО
Июль,7,23.07.2024,"75 412,00",Тинькофф,Клиенты-физ.лица,[counterparty_db1aef506b],,Поступление денег с торг. точек
Июль,7,23.07.2024,"-1 131,28",Тинькофф,Общее,[counterparty_831a0f4ab6],,Эквайринг
Июль,7,23.07.2024,"2 207,00",Тинькофф,Клиенты-физ.лица,[counterparty_db1aef506b],,Поступление денег с торг. точек
Июль,7,23.07.2024,"-8,83",Тинькофф,Общее,[counterparty_831a0f4ab6],,Эквайринг
Июль,7,23.07.2024,"-3 652,80",Тинькофф,Общее,[counterparty_b2323408fa],,Оплата поставщикам 
Июль,7,23.07.2024,"-124 255,00",Тинькофф,Общее,,,Выбытие — Перевод между счетами
Июль,7,23.07.2024,"2 409,00",Тинькофф,Клиенты-физ.лица,[counterparty_db1aef506b],,Поступление денег с торг. точек
Июль,7,23.07.2024,"-9,64",Тинькофф,Общее,[counterparty_831a0f4ab6],,Эквайринг
Июль,7,23.07.2024,"539,00",Тинькофф,Клиенты-физ.лица,[counterparty_db1aef506b],,Поступление денег с торг. точек
Июль,7,23.07.2024,"-2,16",Тинькофф,Общее,[counterparty_831a0f4ab6],,Эквайринг
Июль,7,22.07.2024,"18 369,14",Альфа,Клиенты-физ.лица,[counterparty_db1aef506b],,Поступление денег с торг. точек
Июль,7,22.07.2024,"-11,17",Альфа,Общее,[counterparty_831a0f4ab6],,Эквайринг
Июль,7,22.07.2024,"-284 000,00",Альфа,Общее,,,Выбытие — Перевод между счетами
Июль,7,23.07.2024,"28 202,12",Альфа,Клиенты-физ.лица,[counterparty_db1aef506b],,Поступление денег с торг. точек
Июль,7,23.07.2024,"-39,68",Альфа,Общее,[counterparty_831a0f4ab6],,Эквайринг
Июль,7,22.07.2024,"-4 052,00",ТК Черникова,Общее,[counterparty_d7a35ccc36],,Оплата поставщикам 
Июль,7,22.07.2024,"-10 360,00",ТК Черникова,Общее,[counterparty_552231dcd7],,Курьерская служба -
Июль,7,22.07.2024,"14 244,00",ТК Черникова,Клиенты-физ.лица,[counterparty_db1aef506b],,Поступление денег с торг. точек
Июль,7,23.07.2024,"-12 090,00",ТК Черникова,Общее,[counterparty_552231dcd7],,Курьерская служба -
Июль,7,23.07.2024,"-22 150,00",ТК Черникова,Общее,,,Выбытие — Перевод между счетами
Июль,7,23.07.2024,"28 957,40",ТК Черникова,Клиенты-физ.лица,[counterparty_db1aef506b],,Поступление денег с торг. точек
Июль,7,22.07.2024,"-1 000,00",Сейф,Общее,[counterparty_45d6b05c94],,Поиск и найм персонала
Июль,7,22.07.2024,"-100,00",Сейф,Общее,[counterparty_3f0fc87298],,Телекоммуникации
Июль,7,23.07.2024,"22 150,00",Сейф,Общее,,,Поступление — Перевод между счетами
Июль,7,23.07.2024,"124 255,00",Сейф,Общее,,,Поступление — Перевод между счетами
Июль,7,23.07.2024,"-121 135,00",Сейф,Общее,[counterparty_552231dcd7],,Зарплата производственного персонала
Июль,7,23.07.2024,"-2 000,00",Сейф,Общее,[counterparty_903a43fe3c],,Оплата поставщикам 
Июль,7,23.07.2024,"-10 717,68",Сейф,Общее,[counterparty_07485de87e],,Оплата поставщикам 
Июль,7,22.07.2024,"-948,65",Сбербанк,Общее,[counterparty_831a0f4ab6],,РКО
Июль,7,24.07.2024,"26 128,23",Альфа,Клиенты-физ.лица,[counterparty_db1aef506b],,Поступление денег с торг. точек
Июль,7,24.07.2024,"-21,36",Альфа,Общее,[counterparty_831a0f4ab6],,Эквайринг
Июль,7,24.07.2024,"98 108,00",Тинькофф,Клиенты-физ.лица,[counterparty_db1aef506b],,Поступление денег с торг. точек
Июль,7,24.07.2024,"-1 471,82",Тинькофф,Общее,[counterparty_831a0f4ab6],,Эквайринг
Июль,7,24.07.2024,"-127,19",Тинькофф,Общее,[counterparty_b2323408fa],,Оплата поставщикам 
Июль,7,24.07.2024,"1 620,00",Тинькофф,Клиенты-физ.лица,[counterparty_db1aef506b],,Поступление денег с торг. точек
Июль,7,24.07.2024,"-6,48",Тинькофф,Общее,[counterparty_831a0f4ab6],,Эквайринг
Июль,7,24.07.2024,"1 290,00",Тинькофф,Клиенты-физ.лица,[counterparty_db1aef506b],,Поступление денег с торг. точек
Июль,7,24.07.2024,"-5,16",Тинькофф,Общее,[counterparty_831a0f4ab6],,Эквайринг
Июль,7,24.07.2024,"576,00",Тинькофф,Клиенты-физ.лица,[counterparty_db1aef506b],,Поступление денег с торг. точек
Июль,7,24.07.2024,"-2,30",Тинькофф,Общее,[counterparty_831a0f4ab6],,Эквайринг
Июль,7,24.07.2024,"1 056,00",Тинькофф,Клиенты-физ.лица,[counterparty_db1aef506b],,Поступление денег с торг. точек
Июль,7,24.07.2024,"-4,22",Тинькофф,Общее,[counterparty_831a0f4ab6],,Эквайринг
Июль,7,24.07.2024,"-30,97",Тинькофф,Общее,[counterparty_d7a35ccc36],,Содержание торговых точек
Июль,7,24.07.2024,"-8 133,27",Тинькофф,Общее,[counterparty_d7a35ccc36],,Оплата поставщикам 
Июль,7,24.07.2024,"-1 865,54",Тинькофф,Общее,[counterparty_d7a35ccc36],,Расходы на питание персонала
Июль,7,24.07.2024,"-9 680,00",ТК Черникова,Общее,[counterparty_552231dcd7],,Курьерская служба -
Июль,7,24.07.2024,"23 005,95",ТК Черникова,Клиенты-физ.лица,[counterparty_db1aef506b],,Поступление денег с торг. точек
Июль,7,24.07.2024,"-4 733,00",ТК Черникова,Общее,[counterparty_d7a35ccc36],,Оплата поставщикам 
Июль,7,24.07.2024,"-316,00",ТК Черникова,Общее,[counterparty_d7a35ccc36],,Расходы на питание персонала
Июль,7,24.07.2024,"-5 000,00",ТК Черникова,Общее,[counterparty_3f0fc87298],,Транспортные услуги
Июль,7,25.07.2024,"5 000,00",Сейф,Общее,[counterparty_552231dcd7],[private_text_81a5677e54],Курьерская служба +
Июль,7,25.07.2024,"-10 040,00",ТК Черникова,Общее,[counterparty_552231dcd7],,Курьерская служба -
Июль,7,25.07.2024,"20 673,00",ТК Черникова,Клиенты-физ.лица,[counterparty_db1aef506b],,Поступление денег с торг. точек
Июль,7,25.07.2024,"-299,95",ТК Черникова,Общее,[counterparty_d7a35ccc36],,Оплата поставщикам 
Июль,7,25.07.2024,"-577,35",ТК Черникова,Общее,,[private_text_d65d737903],Корретировки кассы -
Июль,7,25.07.2024,"-1 085,00",Сейф,Общее,[counterparty_45d6b05c94],,Поиск и найм персонала
Июль,7,25.07.2024,"25 185,09",Альфа,Клиенты-физ.лица,[counterparty_db1aef506b],,Поступление денег с торг. точек
Июль,7,25.07.2024,"-39,06",Альфа,Общее,[counterparty_831a0f4ab6],,Эквайринг
Июль,7,25.07.2024,"68 088,55",Тинькофф,Клиенты-физ.лица,[counterparty_db1aef506b],,Поступление денег с торг. точек
Июль,7,25.07.2024,"-1 021,44",Тинькофф,Общее,[counterparty_831a0f4ab6],,Эквайринг
Июль,7,25.07.2024,"-75 000,00",Тинькофф,Общее,[counterparty_cd0c8c2f69],,Услуги ФД и НК
Июль,7,25.07.2024,"-26 781,60",Тинькофф,Общее,[counterparty_682bbbb771],,Налоги с з/п
Июль,7,25.07.2024,"-144,00",Тинькофф,Общее,[counterparty_682bbbb771],,Налоги с з/п
Июль,7,25.07.2024,"-47 000,00",Тинькофф,Общее,,,Выбытие — Перевод между счетами
Июль,7,25.07.2024,"-712,00",Тинькофф,Общее,[counterparty_d7a35ccc36],,Содержание торговых точек
Июль,7,25.07.2024,"882,00",Тинькофф,Клиенты-физ.лица,[counterparty_db1aef506b],,Поступление денег с торг. точек
Июль,7,25.07.2024,"-3,53",Тинькофф,Общее,[counterparty_831a0f4ab6],,Эквайринг
Июль,7,26.07.2024,"23 400,00",Сейф,Общее,,,Поступление — Перевод между счетами
Июль,7,30.07.2024,"32 559,00",Сейф,Общее,,,Поступление — Перевод между счетами
Июль,7,26.07.2024,"16 827,22",Альфа,Клиенты-физ.лица,[counterparty_db1aef506b],,Поступление денег с торг. точек
Июль,7,26.07.2024,"-19,95",Альфа,Общее,[counterparty_831a0f4ab6],,Эквайринг
Июль,7,27.07.2024,"12 220,03",Альфа,Клиенты-физ.лица,[counterparty_db1aef506b],,Поступление денег с торг. точек
Июль,7,28.07.2024,"13 931,51",Альфа,Клиенты-физ.лица,[counterparty_db1aef506b],,Поступление денег с торг. точек
Июль,7,28.07.2024,"-9,28",Альфа,Общее,[counterparty_831a0f4ab6],,Эквайринг
Июль,7,29.07.2024,"21 585,96",Альфа,Клиенты-физ.лица,[counterparty_db1aef506b],,Поступление денег с торг. точек
Июль,7,29.07.2024,"-18,85",Альфа,Общее,[counterparty_831a0f4ab6],,Эквайринг
Июль,7,23.07.2024,"-700,00",ТК Черникова,Общее,[counterparty_3f0fc87298],,Содержание торговых точек
Июль,7,25.07.2024,"-900,00",ТК Черникова,Общее,[counterparty_903a43fe3c],,Оплата поставщикам 
Июль,7,26.07.2024,"-23 400,00",ТК Черникова,Общее,,,Выбытие — Перевод между счетами
Июль,7,26.07.2024,"-195,00",ТК Черникова,Общее,[counterparty_d7a35ccc36],,Расходы на питание персонала
Июль,7,26.07.2024,"-4 691,00",ТК Черникова,Общее,[counterparty_d7a35ccc36],,Оплата поставщикам 
Июль,7,26.07.2024,"-11 330,00",ТК Черникова,Общее,[counterparty_552231dcd7],,Курьерская служба -
Июль,7,26.07.2024,"19 332,00",ТК Черникова,Клиенты-физ.лица,[counterparty_db1aef506b],,Поступление денег с торг. точек
Июль,7,27.07.2024,"-900,00",ТК Черникова,Общее,[counterparty_903a43fe3c],,Оплата поставщикам 
Июль,7,27.07.2024,"-11 760,00",ТК Черникова,Общее,[counterparty_552231dcd7],,Курьерская служба -
Июль,7,27.07.2024,"28 889,00",ТК Черникова,Клиенты-физ.лица,[counterparty_db1aef506b],,Поступление денег с торг. точек
Июль,7,28.07.2024,"-5 815,00",ТК Черникова,Общее,[counterparty_d7a35ccc36],,Оплата поставщикам 
