Месяц,Мсц (цифрой),Дата,Сумма,Кошелек,Направление бизнеса,[counterparty_1ef22baea0],Назначение платежа,Статья
Ноябрь,11,05.11.2024,"-70 410,00",Тинькофф,Общее,,,Выбытие — Перевод между счетами
Ноябрь,11,05.11.2024,"-17 152,00",Тинькофф,Общее,[counterparty_4d6381bc7a],[private_text_0e44a5299d],Покупка ОС
Ноябрь,11,05.11.2024,"922,00",Тинькофф,Клиенты-физ.лица,[counterparty_db1aef506b],,Поступление денег с торг. точек
Ноябрь,11,05.11.2024,"-3,69",Тинькофф,Общее,[counterparty_831a0f4ab6],,Эквайринг
Ноябрь,11,05.11.2024,"-17 814,00",Тинькофф,Общее,,,Выбытие — Перевод между счетами
Ноябрь,11,05.11.2024,"-3 820,00",Тинькофф,Общее,[counterparty_1c967c7874],,Комиссия агрегатору
Ноябрь,11,05.11.2024,"-99 588,00",Тинькофф,Общее,[counterparty_cb93f56848],,Сайт и приложение
Ноябрь,11,05.11.2024,"-2 692,00",Тинькофф,Общее,[counterparty_e08d6e58b9],[private_text_a2a443408b],Аренда торговых точек
Ноябрь,11,05.11.2024,"-15 000,00",Тинькофф,Общее,,,Выбытие — Перевод между счетами
Ноябрь,11,05.11.2024,"17 814,00",Накопительный фонд,Общее,,,Поступление — Перевод между счетами
Ноябрь,11,05.11.2024,"-6 000,00",Тинькофф,Общее,[counterparty_1c967c7874],,Комиссия агрегатору
Ноябрь,11,05.11.2024,"557,00",Тинькофф,Клиенты-физ.лица,[counterparty_db1aef506b],,Поступление денег с торг. точек
Ноябрь,11,05.11.2024,"-2,23",Тинькофф,Общее,[counterparty_831a0f4ab6],,Эквайринг
Ноябрь,11,05.11.2024,"-1 168,60",Тинькофф,Общее,[counterparty_d7a35ccc36],,Содержание торговых точек
Ноябрь,11,04.11.2024,"-6 032,00",ТК Черникова,Общее,[counterparty_5ea766e786],,Оплата поставщикам 
Ноябрь,11,05.11.2024,"-8 752,85",Тинькофф,Общее,[counterparty_d7a35ccc36],,Оплата поставщикам 
Ноябрь,11,05.11.2024,"-1 683,73",Тинькофф,Общее,[counterparty_d7a35ccc36],,Расходы на питание персонала
Ноябрь,11,05.11.2024,"-528,98",Тинькофф,Общее,[counterparty_d7a35ccc36],[private_text_7e2735c431],Расходы на персонал
Ноябрь,11,01.11.2024,"-1 500,00",Сбербанк,Общее,[counterparty_3f0fc87298],[private_text_0549dae8e7],Содержание торговых точек
Ноябрь,11,02.11.2024,"-1 876,29",Сбербанк,Общее,[counterparty_831a0f4ab6],,Оплаты по кредитам и займам
Ноябрь,11,02.11.2024,"-16 582,71",Сбербанк,Общее,[counterparty_831a0f4ab6],,Оплаты по кредитам и займам
Ноябрь,11,02.11.2024,"-20 000,00",Сбербанк,Общее,[counterparty_41bef12399],,Зарплата административного персонала
Ноябрь,11,02.11.2024,"-63 000,00",Сбербанк,Общее,[counterparty_7e3a73c9be],,Зарплата административного персонала
Ноябрь,11,02.11.2024,"1 500,00",Сбербанк,Общее,,,Поступление — Перевод между счетами
Ноябрь,11,02.11.2024,"20 000,00",Сбербанк,Общее,,,Поступление — Перевод между счетами
Ноябрь,11,02.11.2024,"83 000,00",Сбербанк,Общее,,,Поступление — Перевод между счетами
Ноябрь,11,05.11.2024,"70 410,00",Сбербанк,Общее,,,Поступление — Перевод между счетами
Ноябрь,11,05.11.2024,"-70 410,00",Сбербанк,Общее,,,Выбытие — Перевод между счетами
Ноябрь,11,04.11.2024,"-13 820,00",ТК Черникова,Общее,[counterparty_552231dcd7],,Курьерская служба -
Ноябрь,11,04.11.2024,"40 691,00",ТК Черникова,Клиенты-физ.лица,[counterparty_db1aef506b],,Поступление денег с торг. точек
Ноябрь,11,05.11.2024,"-619,00",Тинькофф,Общее,[counterparty_b2323408fa],,Оплата поставщикам 
Ноябрь,11,05.11.2024,"-47 200,00",ТК Черникова,Общее,,,Выбытие — Перевод между счетами
Ноябрь,11,05.11.2024,"-199,00",ТК Черникова,Общее,[counterparty_d7a35ccc36],,Расходы на питание персонала
Ноябрь,11,05.11.2024,"-7 334,00",ТК Черникова,Общее,[counterparty_d7a35ccc36],,Оплата поставщикам 
Ноябрь,11,05.11.2024,"-9 920,00",ТК Черникова,Общее,[counterparty_552231dcd7],,Курьерская служба -
Ноябрь,11,05.11.2024,"15 367,65",ТК Черникова,Клиенты-физ.лица,[counterparty_db1aef506b],,Поступление денег с торг. точек
Ноябрь,11,06.11.2024,"1 000,00",Сейф,Общее,[counterparty_552231dcd7],[private_text_5cf9bbdf93],Курьерская служба +
Ноябрь,11,06.11.2024,"500,00",Сейф,Общее,[counterparty_552231dcd7],[private_text_3b4beae063],Курьерская служба +
Ноябрь,11,06.11.2024,"500,00",Сейф,Общее,[counterparty_552231dcd7],[private_text_8c9cfffd70],Курьерская служба +
Ноябрь,11,06.11.2024,"20 959,68",Альфа,Клиенты-физ.лица,[counterparty_db1aef506b],,Поступление денег с торг. точек
Ноябрь,11,06.11.2024,"-6,24",Альфа,Общее,[counterparty_831a0f4ab6],,Эквайринг
Ноябрь,11,07.11.2024,"10 665,31",Альфа,Клиенты-физ.лица,[counterparty_db1aef506b],,Поступление денег с торг. точек
Ноябрь,11,07.11.2024,"-14,66",Альфа,Общее,[counterparty_831a0f4ab6],,Эквайринг
Ноябрь,11,06.11.2024,"-7 620,00",ТК Черникова,Общее,[counterparty_552231dcd7],,Курьерская служба -
Ноябрь,11,06.11.2024,"14 345,00",ТК Черникова,Клиенты-физ.лица,[counterparty_db1aef506b],,Поступление денег с торг. точек
Ноябрь,11,07.11.2024,"-6 960,00",ТК Черникова,Общее,[counterparty_552231dcd7],,Курьерская служба -
Ноябрь,11,07.11.2024,"11 292,00",ТК Черникова,Клиенты-физ.лица,[counterparty_db1aef506b],,Поступление денег с торг. точек
Ноябрь,11,07.11.2024,"-5 165,00",ТК Черникова,Общее,[counterparty_d7a35ccc36],,Оплата поставщикам 
Ноябрь,11,06.11.2024,"66 125,00",Тинькофф,Клиенты-физ.лица,[counterparty_db1aef506b],,Поступление денег с торг. точек
Ноябрь,11,06.11.2024,"-992,03",Тинькофф,Общее,[counterparty_831a0f4ab6],,Эквайринг
Ноябрь,11,06.11.2024,"-2 000,00",Тинькофф,Общее,,,Выбытие — Перевод между счетами
Ноябрь,11,06.11.2024,"2 000,00",ГарантФонд,Общее,,,Поступление — Перевод между счетами
Ноябрь,11,06.11.2024,"-95,00",Тинькофф,Общее,[counterparty_d7a35ccc36],,Содержание торговых точек
Ноябрь,11,06.11.2024,"-544,00",Тинькофф,Общее,[counterparty_d7a35ccc36],[private_text_e175f062f3],Содержание торговых точек
Ноябрь,11,07.11.2024,"61 856,55",Тинькофф,Клиенты-физ.лица,[counterparty_db1aef506b],,Поступление денег с торг. точек
Ноябрь,11,07.11.2024,"-927,97",Тинькофф,Общее,[counterparty_831a0f4ab6],,Эквайринг
Ноябрь,11,07.11.2024,"-4 000,00",Тинькофф,Общее,[counterparty_9147d41bbb],,Аренда торговых точек
Ноябрь,11,07.11.2024,"-789,19",Тинькофф,Общее,[counterparty_ecf3465a86],,Аренда торговых точек
Ноябрь,11,07.11.2024,"-3 421,13",Тинькофф,Общее,[counterparty_ecf3465a86],,Аренда торговых точек
Ноябрь,11,07.11.2024,"-5 200,00",Тинькофф,Общее,[counterparty_ab325eb126],,Оплаты систем автоматизации
Ноябрь,11,07.11.2024,"-3 000,00",Тинькофф,Общее,[counterparty_449fa47f79],[private_text_96578d295d],Оплаты систем автоматизации
Ноябрь,11,07.11.2024,"-1 000,00",Тинькофф,Общее,[counterparty_9147d41bbb],,Аренда торговых точек
Ноябрь,11,07.11.2024,"-6 900,00",Тинькофф,Общее,[counterparty_ab325eb126],,Оплаты систем автоматизации
Ноябрь,11,07.11.2024,"497,00",Тинькофф,Клиенты-физ.лица,[counterparty_db1aef506b],,Поступление денег с торг. точек
Ноябрь,11,07.11.2024,"-1,99",Тинькофф,Общее,[counterparty_831a0f4ab6],,Эквайринг
Ноябрь,11,07.11.2024,"-546,51",Тинькофф,Общее,[counterparty_b2323408fa],,Оплата поставщикам 
Ноябрь,11,07.11.2024,"-4 011,16",Тинькофф,Общее,[counterparty_d7a35ccc36],,Оплата поставщикам 
Ноябрь,11,07.11.2024,"-1 644,22",Тинькофф,Общее,[counterparty_d7a35ccc36],,Расходы на питание персонала
Ноябрь,11,07.11.2024,"-1 232,82",Тинькофф,Общее,[counterparty_d7a35ccc36],,Содержание торговых точек
Ноябрь,11,08.11.2024,"21 932,49",Альфа,Клиенты-физ.лица,[counterparty_db1aef506b],,Поступление денег с торг. точек
Ноябрь,11,08.11.2024,"-46,59",Альфа,Общее,[counterparty_831a0f4ab6],,Эквайринг
Ноябрь,11,09.11.2024,"30 728,97",Альфа,Клиенты-физ.лица,[counterparty_db1aef506b],,Поступление денег с торг. точек
Ноябрь,11,09.11.2024,"-87,65",Альфа,Общее,[counterparty_831a0f4ab6],,Эквайринг
Ноябрь,11,10.11.2024,"-299,00",Альфа,Общее,[counterparty_831a0f4ab6],,РКО
Ноябрь,11,10.11.2024,"35 068,40",Альфа,Клиенты-физ.лица,[counterparty_db1aef506b],,Поступление денег с торг. точек
Ноябрь,11,10.11.2024,"-17,70",Альфа,Общее,[counterparty_831a0f4ab6],,Эквайринг
Ноябрь,11,08.11.2024,"-4 044,04",ТК Черникова,Общее,[counterparty_d2a9714437],,Оплата поставщикам 
Ноябрь,11,08.11.2024,"-13 120,00",ТК Черникова,Общее,[counterparty_552231dcd7],,Курьерская служба -
Ноябрь,11,08.11.2024,"8 860,00",ТК Черникова,Клиенты-физ.лица,[counterparty_db1aef506b],,Поступление денег с торг. точек
Ноябрь,11,08.11.2024,"-7 331,85",Тинькофф,Общее,[counterparty_fb5384e8b9],,Оплата поставщикам 
Ноябрь,11,09.11.2024,"-14 040,00",ТК Черникова,Общее,[counterparty_552231dcd7],,Курьерская служба -
Ноябрь,11,09.11.2024,"28 351,00",ТК Черникова,Клиенты-физ.лица,[counterparty_db1aef506b],,Поступление денег с торг. точек
Ноябрь,11,10.11.2024,"-11 340,00",ТК Черникова,Общее,[counterparty_552231dcd7],,Курьерская служба -
Ноябрь,11,10.11.2024,"27 419,00",ТК Черникова,Клиенты-физ.лица,[counterparty_db1aef506b],,Поступление денег с торг. точек
Ноябрь,11,08.11.2024,"51 901,00",Тинькофф,Клиенты-физ.лица,[counterparty_db1aef506b],,Поступление денег с торг. точек
Ноябрь,11,08.11.2024,"-778,65",Тинькофф,Общее,[counterparty_831a0f4ab6],,Эквайринг
Ноябрь,11,08.11.2024,"-37,57",Тинькофф,Общее,[counterparty_682bbbb771],,Налоги с з/п
Ноябрь,11,08.11.2024,"-27 287,76",Тинькофф,Общее,[counterparty_8e70032df8],,Оплата поставщикам 
Ноябрь,11,08.11.2024,"-25 656,40",Тинькофф,Общее,[counterparty_c4e92b27e2],,Оплата поставщикам 
Ноябрь,11,08.11.2024,"-12 051,50",Тинькофф,Общее,[counterparty_b2323408fa],,Оплата поставщикам 
Ноябрь,11,08.11.2024,"-56 592,39",Тинькофф,Общее,[counterparty_fb5384e8b9],,Оплата поставщикам 
Ноябрь,11,08.11.2024,"-5 550,00",Тинькофф,Общее,[counterparty_3f7ad1a68b],,Оплата поставщикам 
Ноябрь,11,08.11.2024,"-30 887,93",Тинькофф,Общее,[counterparty_19f4d4c15b],,Оплата поставщикам 
Ноябрь,11,08.11.2024,"-120 735,00",Тинькофф,Общее,[counterparty_dc430ed78e],,Оплата поставщикам 
Ноябрь,11,08.11.2024,"-60 000,00",Тинькофф,Общее,[counterparty_bb8cb2d348],,Оплата поставщикам 
Ноябрь,11,09.11.2024,"-9 965,00",ТК Черникова,Общее,[counterparty_d7a35ccc36],,Оплата поставщикам 
Ноябрь,11,08.11.2024,"92,00",Тинькофф,Клиенты-физ.лица,[counterparty_db1aef506b],,Поступление денег с торг. точек
Ноябрь,11,08.11.2024,"-0,37",Тинькофф,Общее,[counterparty_831a0f4ab6],,Эквайринг
Ноябрь,11,08.11.2024,"1 462,00",Тинькофф,Клиенты-физ.лица,[counterparty_db1aef506b],,Поступление денег с торг. точек
Ноябрь,11,08.11.2024,"-5,85",Тинькофф,Общее,[counterparty_831a0f4ab6],,Эквайринг
Ноябрь,11,08.11.2024,"-5 000,00",Тинькофф,Общее,[counterparty_50d958815d],,Телекоммуникации
Ноябрь,11,09.11.2024,"133 196,05",Тинькофф,Клиенты-физ.лица,[counterparty_db1aef506b],,Поступление денег с торг. точек
Ноябрь,11,09.11.2024,"-1 998,20",Тинькофф,Общее,[counterparty_831a0f4ab6],,Эквайринг
Ноябрь,11,09.11.2024,"-180 000,00",Тинькофф,Общее,,,Выбытие — Перевод между счетами
Ноябрь,11,09.11.2024,"90,00",Тинькофф,Клиенты-физ.лица,[counterparty_db1aef506b],,Поступление денег с торг. точек
Ноябрь,11,09.11.2024,"-0,36",Тинькофф,Общее,[counterparty_831a0f4ab6],,Эквайринг
Ноябрь,11,09.11.2024,"-32,97",Тинькофф,Общее,[counterparty_d7a35ccc36],,Содержание торговых точек
Ноябрь,11,09.11.2024,"-1 744,52",Тинькофф,Общее,[counterparty_d7a35ccc36],,Расходы на питание персонала
Ноябрь,11,09.11.2024,"-3 780,66",Тинькофф,Общее,[counterparty_d7a35ccc36],,Оплата поставщикам 
Ноябрь,11,10.11.2024,"137 227,40",Тинькофф,Клиенты-физ.лица,[counterparty_db1aef506b],,Поступление денег с торг. точек
Ноябрь,11,10.11.2024,"-2 058,67",Тинькофф,Общее,[counterparty_831a0f4ab6],,Эквайринг
Ноябрь,11,10.11.2024,"10,00",Тинькофф,Клиенты-физ.лица,[counterparty_db1aef506b],,Поступление денег с торг. точек
Ноябрь,11,10.11.2024,"-0,04",Тинькофф,Общее,[counterparty_831a0f4ab6],,Эквайринг
Ноябрь,11,13.11.2024,"1 650,00",Сейф,Общее,[counterparty_552231dcd7],[private_text_727aeb723d],Курьерская служба +
Ноябрь,11,13.11.2024,"2 500,00",Сейф,Общее,[counterparty_552231dcd7],[private_text_5cf9bbdf93],Курьерская служба +
Ноябрь,11,13.11.2024,"500,00",Сейф,Общее,[counterparty_552231dcd7],[private_text_8c9cfffd70],Курьерская служба +
Ноябрь,11,13.11.2024,"500,00",Сейф,Общее,[counterparty_552231dcd7],[private_text_77a9b1e98b],Курьерская служба +
Ноябрь,11,13.11.2024,"1 000,00",Сейф,Общее,[counterparty_552231dcd7],[private_text_6087c6f3f7],Курьерская служба +
Ноябрь,11,13.11.2024,"1 500,00",Сейф,Общее,[counterparty_552231dcd7],[private_text_3b4beae063],Курьерская служба +
Ноябрь,11,12.11.2024,"-165 775,00",Сейф,Общее,[counterparty_552231dcd7],,Зарплата производственного персонала
Ноябрь,11,12.11.2024,"-1 500,00",Сейф,Общее,[counterparty_335f3233c9],,Аренда торговых точек
Ноябрь,11,12.11.2024,"18 950,00",Сейф,Общее,,,Поступление — Перевод между счетами
Ноябрь,11,12.11.2024,"248 000,00",Сейф,Общее,,,Поступление — Перевод между счетами
Ноябрь,11,13.11.2024,"-400,00",Сейф,Общее,[counterparty_3f0fc87298],[private_text_6da7e7bf34],Содержание офиса
Ноябрь,11,13.11.2024,"-3 000,00",Сейф,Общее,[counterparty_416f60a5fd],[private_text_3abc3042b4],Содержание торговых точек
Ноябрь,11,11.11.2024,"-5 428,00",ТК Черникова,Общее,[counterparty_d7a35ccc36],,Оплата поставщикам 
Ноябрь,11,11.11.2024,"-0,18",Тинькофф,Общее,[counterparty_b2323408fa],,Оплата поставщикам 
Ноябрь,11,11.11.2024,"-9 920,00",ТК Черникова,Общее,[counterparty_552231dcd7],,Курьерская служба -
Ноябрь,11,11.11.2024,"14 851,00",ТК Черникова,Клиенты-физ.лица,[counterparty_db1aef506b],,Поступление денег с торг. точек
Ноябрь,11,11.11.2024,"-1 455,00",Тинькофф,Общее,[counterparty_b2323408fa],,Оплата поставщикам 
Ноябрь,11,11.11.2024,"1 850,00",ТК Черникова,Общее,,,Поступление — Перевод между счетами
Ноябрь,11,11.11.2024,"-1 850,00",Тинькофф,Общее,,,Выбытие — Перевод между счетами
Ноябрь,11,11.11.2024,"-4 521,39",Тинькофф,Общее,[counterparty_d7a35ccc36],,Оплата поставщикам 
Ноябрь,11,12.11.2024,"-395,00",ТК Черникова,Общее,[counterparty_d7a35ccc36],,Содержание торговых точек
Ноябрь,11,12.11.2024,"-18 950,00",ТК Черникова,Общее,,,Выбытие — Перевод между счетами
Ноябрь,11,12.11.2024,"-7 500,00",ТК Черникова,Общее,[counterparty_552231dcd7],,Курьерская служба -
Ноябрь,11,12.11.2024,"15 928,00",ТК Черникова,Клиенты-физ.лица,[counterparty_db1aef506b],,Поступление денег с торг. точек
Ноябрь,11,11.11.2024,"23 607,54",Альфа,Клиенты-физ.лица,[counterparty_db1aef506b],,Поступление денег с торг. точек
Ноябрь,11,11.11.2024,"-12,68",Альфа,Общее,[counterparty_831a0f4ab6],,Эквайринг
Ноябрь,11,12.11.2024,"8 188,78",Альфа,Клиенты-физ.лица,[counterparty_db1aef506b],,Поступление денег с торг. точек
Ноябрь,11,12.11.2024,"-14,47",Альфа,Общее,[counterparty_831a0f4ab6],,Эквайринг
Ноябрь,11,12.11.2024,"-260 000,00",Альфа,Общее,,,Выбытие — Перевод между счетами
Ноябрь,11,11.11.2024,"87 607,00",Тинькофф,Клиенты-физ.лица,[counterparty_db1aef506b],,Поступление денег с торг. точек
Ноябрь,11,11.11.2024,"-1 314,28",Тинькофф,Общее,[counterparty_831a0f4ab6],,Эквайринг
Ноябрь,11,11.11.2024,"755,00",Тинькофф,Клиенты-физ.лица,[counterparty_db1aef506b],,Поступление денег с торг. точек
Ноябрь,11,11.11.2024,"-3,02",Тинькофф,Общее,[counterparty_831a0f4ab6],,Эквайринг
Ноябрь,11,11.11.2024,"-3 064,00",Тинькофф,Общее,[counterparty_e3d41d1621],,Телекоммуникации
Ноябрь,11,12.11.2024,"-5 400,00",ТК Черникова,Общее,[counterparty_5ea766e786],,Оплата поставщикам 
Ноябрь,11,11.11.2024,"-3 540,00",Тинькофф,Общее,[counterparty_449fa47f79],[private_text_96578d295d],Оплаты систем автоматизации
Ноябрь,11,11.11.2024,"-114 076,00",Тинькофф,Общее,[counterparty_682bbbb771],,Налоги
Ноябрь,11,11.11.2024,"1 599,00",Тинькофф,Клиенты-физ.лица,[counterparty_db1aef506b],,Поступление денег с торг. точек
Ноябрь,11,11.11.2024,"-6,40",Тинькофф,Общее,[counterparty_831a0f4ab6],,Эквайринг
Ноябрь,11,11.11.2024,"-203,96",Тинькофф,Общее,[counterparty_d7a35ccc36],,Содержание торговых точек
Ноябрь,11,11.11.2024,"-2 131,89",Тинькофф,Общее,[counterparty_d7a35ccc36],,Расходы на питание персонала
Ноябрь,11,12.11.2024,"-490,67",Тинькофф,Общее,[counterparty_d7a35ccc36],,Оплата поставщикам 
Ноябрь,11,13.11.2024,"-101 900,00",Сейф,Общее,[counterparty_81cfe2f35c],[private_text_3b0062b92a],Оплата поставщикам 
Ноябрь,11,12.11.2024,"85 453,05",Тинькофф,Клиенты-физ.лица,[counterparty_db1aef506b],,Поступление денег с торг. точек
Ноябрь,11,12.11.2024,"-1 281,94",Тинькофф,Общее,[counterparty_831a0f4ab6],,Эквайринг
Ноябрь,11,12.11.2024,"1 013,00",Тинькофф,Клиенты-физ.лица,[counterparty_db1aef506b],,Поступление денег с торг. точек
Ноябрь,11,12.11.2024,"-4,05",Тинькофф,Общее,[counterparty_831a0f4ab6],,Эквайринг
Ноябрь,11,12.11.2024,"-170,00",Тинькофф,Общее,[counterparty_d7a35ccc36],,Содержание торговых точек
Ноябрь,11,12.11.2024,"-101 900,00",Тинькофф,Общее,,,Выбытие — Перевод между счетами
Ноябрь,11,12.11.2024,"-165 722,00",Тинькофф,Общее,,,Выбытие — Перевод между счетами
Ноябрь,11,12.11.2024,"260 000,00",Тинькофф,Общее,,,Поступление — Перевод между счетами
Ноябрь,11,12.11.2024,"-600,00",Тинькофф,Общее,[counterparty_d7a35ccc36],,Содержание торговых точек
Ноябрь,11,12.11.2024,"1 151,00",Тинькофф,Клиенты-физ.лица,[counterparty_db1aef506b],,Поступление денег с торг. точек
Ноябрь,11,12.11.2024,"-4,60",Тинькофф,Общее,[counterparty_831a0f4ab6],,Эквайринг
Ноябрь,11,12.11.2024,"-13,98",Тинькофф,Общее,[counterparty_d7a35ccc36],,Содержание торговых точек
Ноябрь,11,13.11.2024,"-10 919,00",Сейф,Общее,[counterparty_81cfe2f35c],[private_text_3b0062b92a],Оплата поставщикам 
Ноябрь,11,12.11.2024,"1 051,00",Тинькофф,Клиенты-физ.лица,[counterparty_db1aef506b],,Поступление денег с торг. точек
Ноябрь,11,12.11.2024,"-4,20",Тинькофф,Общее,[counterparty_831a0f4ab6],,Эквайринг
Ноябрь,11,12.11.2024,"1 561,00",Тинькофф,Клиенты-физ.лица,[counterparty_db1aef506b],,Поступление денег с торг. точек
Ноябрь,11,12.11.2024,"-6,24",Тинькофф,Общее,[counterparty_831a0f4ab6],,Эквайринг
Ноябрь,11,14.11.2024,"-5 000,00",ГарантФонд,Общее,[counterparty_552231dcd7],[private_text_7954c94a51],Курьерская служба -
Ноябрь,11,13.11.2024,"10 680,42",Альфа,Клиенты-физ.лица,[counterparty_db1aef506b],,Поступление денег с торг. точек
Ноябрь,11,13.11.2024,"-8,70",Альфа,Общее,[counterparty_831a0f4ab6],,Эквайринг
Ноябрь,11,09.11.2024,"180 000,00",Сбербанк,Общее,,,Поступление — Перевод между счетами
Ноябрь,11,09.11.2024,"-90 000,00",Сбербанк,Общее,[counterparty_41bef12399],,Дивиденды
Ноябрь,11,09.11.2024,"-90 000,00",Сбербанк,Общее,[counterparty_7e3a73c9be],,Дивиденды
Ноябрь,11,11.11.2024,"-751,23",Сбербанк,Общее,[counterparty_831a0f4ab6],,РКО
Ноябрь,11,12.11.2024,"-248 000,00",Сбербанк,Общее,,,Выбытие — Перевод между счетами
Ноябрь,11,12.11.2024,"101 900,00",Сбербанк,Общее,,,Поступление — Перевод между счетами
Ноябрь,11,12.11.2024,"165 722,00",Сбербанк,Общее,,,Поступление — Перевод между счетами
Ноябрь,11,13.11.2024,"-9 240,00",ТК Черникова,Общее,[counterparty_552231dcd7],,Курьерская служба -
Ноябрь,11,13.11.2024,"12 832,00",ТК Черникова,Клиенты-физ.лица,[counterparty_db1aef506b],,Поступление денег с торг. точек
Ноябрь,11,13.11.2024,"-4 480,00",ТК Черникова,Общее,[counterparty_d7a35ccc36],,Оплата поставщикам 
Ноябрь,11,13.11.2024,"-300,00",ТК Черникова,Общее,[counterparty_3f0fc87298],[private_text_68181cc89d],Содержание торговых точек
Ноябрь,11,13.11.2024,"-2 945,00",Тинькофф,Общее,[counterparty_d7a35ccc36],[private_text_07df844b9a],Содержание торговых точек
Ноябрь,11,13.11.2024,"54 652,00",Тинькофф,Клиенты-физ.лица,[counterparty_db1aef506b],,Поступление денег с торг. точек
Ноябрь,11,13.11.2024,"-819,87",Тинькофф,Общее,[counterparty_831a0f4ab6],,Эквайринг
Ноябрь,11,13.11.2024,"-6 000,00",Тинькофф,Общее,,,Выбытие — Перевод между счетами
Ноябрь,11,13.11.2024,"4 113,00",Тинькофф,Общее,[counterparty_9147d41bbb],,Аренда торговых точек
Ноябрь,11,13.11.2024,"1 720,00",Тинькофф,Клиенты-физ.лица,[counterparty_db1aef506b],,Поступление денег с торг. точек
Ноябрь,11,13.11.2024,"-6,88",Тинькофф,Общее,[counterparty_831a0f4ab6],,Эквайринг
Ноябрь,11,13.11.2024,"6 000,00",ГарантФонд,Общее,,,Поступление — Перевод между счетами
Ноябрь,11,13.11.2024,"20,00",Тинькофф,Клиенты-физ.лица,[counterparty_db1aef506b],,Поступление денег с торг. точек
Ноябрь,11,13.11.2024,"-0,08",Тинькофф,Общее,[counterparty_831a0f4ab6],,Эквайринг
Ноябрь,11,13.11.2024,"1 587,00",Тинькофф,Клиенты-физ.лица,[counterparty_db1aef506b],,Поступление денег с торг. точек
Ноябрь,11,13.11.2024,"-6,35",Тинькофф,Общее,[counterparty_831a0f4ab6],,Эквайринг
Ноябрь,11,13.11.2024,"-3 827,26",Тинькофф,Общее,[counterparty_d7a35ccc36],,Оплата поставщикам 
Ноябрь,11,13.11.2024,"-178,98",Тинькофф,Общее,[counterparty_d7a35ccc36],,Содержание торговых точек
Ноябрь,11,13.11.2024,"-1 301,91",Тинькофф,Общее,[counterparty_d7a35ccc36],,Расходы на питание персонала
Ноябрь,11,13.11.2024,"-308,10",Тинькофф,Общее,[counterparty_b2323408fa],,Оплата поставщикам 
Ноябрь,11,14.11.2024,"57 837,00",Тинькофф,Клиенты-физ.лица,[counterparty_db1aef506b],,Поступление денег с торг. точек
Ноябрь,11,14.11.2024,"-867,67",Тинькофф,Общее,[counterparty_831a0f4ab6],,Эквайринг
Ноябрь,11,14.11.2024,"1,00",Тинькофф,Клиенты-физ.лица,[counterparty_db1aef506b],,Поступление денег с торг. точек
Ноябрь,11,14.11.2024,"-4 684,00",Тинькофф,Общее,[counterparty_d7a35ccc36],[private_text_38c55cba4e],Расходы на персонал
Ноябрь,11,14.11.2024,"-5 466,00",Тинькофф,Общее,[counterparty_3f0fc87298],[private_text_20485e722b],Содержание торговых точек
Ноябрь,11,14.11.2024,"1 612,00",Тинькофф,Клиенты-физ.лица,[counterparty_db1aef506b],,Поступление денег с торг. точек
Ноябрь,11,14.11.2024,"2 604,00",Тинькофф,Клиенты-физ.лица,[counterparty_db1aef506b],,Поступление денег с торг. точек
Ноябрь,11,14.11.2024,"942,00",Тинькофф,Клиенты-физ.лица,[counterparty_db1aef506b],,Поступление денег с торг. точек
Ноябрь,11,14.11.2024,"-6,45",Тинькофф,Общее,[counterparty_831a0f4ab6],,Эквайринг
Ноябрь,11,14.11.2024,"-10,42",Тинькофф,Общее,[counterparty_831a0f4ab6],,Эквайринг
Ноябрь,11,14.11.2024,"-3,77",Тинькофф,Общее,[counterparty_831a0f4ab6],,Эквайринг
Ноябрь,11,14.11.2024,"630,00",Тинькофф,Клиенты-физ.лица,[counterparty_db1aef506b],,Поступление денег с торг. точек
Ноябрь,11,14.11.2024,"-2,52",Тинькофф,Общее,[counterparty_831a0f4ab6],,Эквайринг
Ноябрь,11,14.11.2024,"1 099,00",Тинькофф,Клиенты-физ.лица,[counterparty_db1aef506b],,Поступление денег с торг. точек
Ноябрь,11,14.11.2024,"-4,40",Тинькофф,Общее,[counterparty_831a0f4ab6],,Эквайринг
Ноябрь,11,14.11.2024,"20 300,00",Сейф,Общее,,,Поступление — Перевод между счетами
Ноябрь,11,14.11.2024,"-5 000,00",Сейф,Общее,,,Выбытие — Перевод между счетами
Ноябрь,11,14.11.2024,"5 000,00",Тинькофф,Общее,,,Поступление — Перевод между счетами
Ноябрь,11,14.11.2024,"-266,00",Сейф,Общее,[counterparty_3f0fc87298],[private_text_82c7d62832],Содержание торговых точек
Ноябрь,11,14.11.2024,"-9 070,00",ТК Черникова,Общее,[counterparty_552231dcd7],,Курьерская служба -
Ноябрь,11,14.11.2024,"18 649,75",ТК Черникова,Клиенты-физ.лица,[counterparty_db1aef506b],,Поступление денег с торг. точек
Ноябрь,11,14.11.2024,"-2 400,00",ТК Черникова,Общее,[counterparty_552231dcd7],[private_text_0fbf8e1938],Зарплата производственного персонала
Ноябрь,11,14.11.2024,"17 511,95",Альфа,Клиенты-физ.лица,[counterparty_db1aef506b],,Поступление денег с торг. точек
Ноябрь,11,14.11.2024,"-37,66",Альфа,Общее,[counterparty_831a0f4ab6],,Эквайринг
Ноябрь,11,15.11.2024,"98 500,00",Сейф,Общее,,,Поступление — Перевод между счетами
