Год,Мсц (цифрой),Дата,Сумма,Контрагент,Назначение платежа,Статья,Платеж/поступл
2024,6,05.06.2024,"-7,83",[counterparty_hash:a079b1ede6],,Эквайринг,Выбытие
2024,6,05.06.2024,"-128,99",[counterparty_hash:2a84eb0be0],,Оплата поставщикам ,Выбытие
2024,6,06.06.2024,"45 893,80",[counterparty_hash:335b2a2e9a],,Поступление денег с торг. точек,Поступление
2024,6,06.06.2024,"-688,52",[counterparty_hash:a079b1ede6],,Эквайринг,Выбытие
2024,6,06.06.2024,"-4 000,00",[counterparty_hash:b2d09b6565],,Аренда торговых точек,Выбытие
2024,6,06.06.2024,"-1 000,00",[counterparty_hash:b2d09b6565],,Аренда торговых точек,Выбытие
2024,6,06.06.2024,"-2 930,36",[counterparty_hash:9a7ac913a7],,Аренда торговых точек,Выбытие
2024,6,06.06.2024,"-2 400,00",[counterparty_hash:2c9dd7c496],,Телекоммуникации,Выбытие
2024,6,06.06.2024,"-675,98",[counterparty_hash:9a7ac913a7],,Аренда торговых точек,Выбытие
2024,6,06.06.2024,"-6 000,00",[counterparty_hash:e467eaefc4],,Оплаты систем автоматизации,Выбытие
2024,6,06.06.2024,"-4 000,00",[counterparty_hash:e467eaefc4],,Оплаты систем автоматизации,Выбытие
2024,6,06.06.2024,"-101 927,00",[counterparty_hash:4e9e5a80a9],,Сайт и приложение,Выбытие
2024,6,06.06.2024,"-176,40",[counterparty_hash:10ad09b2bf],,Оплата поставщикам ,Выбытие
2024,6,06.06.2024,"-6 624,00",[counterparty_hash:7518be4ba8],[private_purpose_hash:ed90e8dad1],Расходы на персонал,Выбытие
2024,6,06.06.2024,"1 636,00",[counterparty_hash:335b2a2e9a],,Поступление денег с торг. точек,Поступление
2024,6,06.06.2024,"-6,54",[counterparty_hash:a079b1ede6],,Эквайринг,Выбытие
2024,6,06.06.2024,"-360,95",[counterparty_hash:2a84eb0be0],,Содержание торговых точек,Выбытие
2024,6,06.06.2024,"-3 533,09",[counterparty_hash:2a84eb0be0],,Оплата поставщикам ,Выбытие
2024,6,06.06.2024,"-965,96",[counterparty_hash:2a84eb0be0],,Расходы на питание персонала,Выбытие
2024,6,07.06.2024,"28 150,00",,,Поступление — Перевод между счетами,
2024,6,08.06.2024,"-12 000,00",[counterparty_hash:7518be4ba8],[private_purpose_hash:b8e2273296],Содержание торговых точек,Выбытие
2024,6,07.06.2024,"-12 750,00",[counterparty_hash:856bc7fd96],,Курьерская служба -,Выбытие
2024,6,07.06.2024,"29 259,00",[counterparty_hash:335b2a2e9a],,Поступление денег с торг. точек,Поступление
2024,6,07.06.2024,"-28 150,00",,,Выбытие — Перевод между счетами,
2024,6,07.06.2024,"-4 716,00",[counterparty_hash:1340ea64e9],,Оплата поставщикам ,Выбытие
2024,6,08.06.2024,"-5 052,00",[counterparty_hash:2a84eb0be0],,Оплата поставщикам ,Выбытие
2024,6,08.06.2024,"-12 482,00",[counterparty_hash:856bc7fd96],,Курьерская служба -,Выбытие
2024,6,08.06.2024,"26 048,00",[counterparty_hash:335b2a2e9a],,Поступление денег с торг. точек,Поступление
2024,6,09.06.2024,"-900,00",[counterparty_hash:e0e7137bcf],,Оплата поставщикам ,Выбытие
2024,6,09.06.2024,"-700,00",[counterparty_hash:856bc7fd96],,Курьерская служба -,Выбытие
2024,6,09.06.2024,"-10 860,00",[counterparty_hash:856bc7fd96],,Курьерская служба -,Выбытие
2024,6,09.06.2024,"23 747,00",[counterparty_hash:335b2a2e9a],,Поступление денег с торг. точек,Поступление
2024,6,07.06.2024,"28 406,35",[counterparty_hash:335b2a2e9a],,Поступление денег с торг. точек,Поступление
2024,6,07.06.2024,"-30,84",[counterparty_hash:a079b1ede6],,Эквайринг,Выбытие
2024,6,08.06.2024,"29 024,18",[counterparty_hash:335b2a2e9a],,Поступление денег с торг. точек,Поступление
2024,6,08.06.2024,"-56,50",[counterparty_hash:a079b1ede6],,Эквайринг,Выбытие
2024,6,09.06.2024,"21 606,94",[counterparty_hash:335b2a2e9a],,Поступление денег с торг. точек,Поступление
2024,6,07.06.2024,"69 595,45",[counterparty_hash:335b2a2e9a],,Поступление денег с торг. точек,Поступление
2024,6,07.06.2024,"-1 044,07",[counterparty_hash:a079b1ede6],,Эквайринг,Выбытие
2024,6,07.06.2024,"-35 343,81",[counterparty_hash:acffbdf399],,Оплата поставщикам ,Выбытие
2024,6,07.06.2024,"-5 339,25",[counterparty_hash:81088c4e1c],,Оплата поставщикам ,Выбытие
2024,6,07.06.2024,"-6 142,00",[counterparty_hash:10ad09b2bf],,Оплата поставщикам ,Выбытие
2024,6,07.06.2024,"-114 006,50",[counterparty_hash:01761130fc],,Оплата поставщикам ,Выбытие
2024,6,07.06.2024,"260,00",[counterparty_hash:335b2a2e9a],,Поступление денег с торг. точек,Поступление
2024,6,07.06.2024,"-1,04",[counterparty_hash:a079b1ede6],,Эквайринг,Выбытие
2024,6,08.06.2024,"94 157,00",[counterparty_hash:335b2a2e9a],,Поступление денег с торг. точек,Поступление
2024,6,08.06.2024,"-1 412,58",[counterparty_hash:a079b1ede6],,Эквайринг,Выбытие
2024,6,08.06.2024,"-2 591,18",[counterparty_hash:2a84eb0be0],,Оплата поставщикам ,Выбытие
2024,6,08.06.2024,"-313,97",[counterparty_hash:2a84eb0be0],,Содержание торговых точек,Выбытие
2024,6,08.06.2024,"-1 394,72",[counterparty_hash:2a84eb0be0],,Расходы на питание персонала,Выбытие
2024,6,09.06.2024,"94 391,00",[counterparty_hash:335b2a2e9a],,Поступление денег с торг. точек,Поступление
2024,6,09.06.2024,"-1 416,13",[counterparty_hash:a079b1ede6],,Эквайринг,Выбытие
2024,6,09.06.2024,"-7 500,00",[counterparty_hash:e628158a74],,Оплаты систем автоматизации,Выбытие
2024,6,09.06.2024,"-61 891,76",[counterparty_hash:81088c4e1c],,Оплата поставщикам ,Выбытие
2024,6,09.06.2024,"-21 978,00",[counterparty_hash:c7da8c8c1f],,Оплата поставщикам ,Выбытие
2024,6,09.06.2024,"-31 850,44",[counterparty_hash:55d2a5f343],,Оплата поставщикам ,Выбытие
2024,6,09.06.2024,"-55 202,60",[counterparty_hash:4b0e39f45b],,Оплата поставщикам ,Выбытие
2024,6,09.06.2024,"-12 885,00",[counterparty_hash:e1cb4e2da2],,Оплаты систем автоматизации,Выбытие
2024,6,09.06.2024,"1 299,00",[counterparty_hash:335b2a2e9a],,Поступление денег с торг. точек,Поступление
2024,6,09.06.2024,"-5,20",[counterparty_hash:a079b1ede6],,Эквайринг,Выбытие
2024,6,09.06.2024,"1 213,00",[counterparty_hash:335b2a2e9a],,Поступление денег с торг. точек,Поступление
2024,6,09.06.2024,"-4,85",[counterparty_hash:a079b1ede6],,Эквайринг,Выбытие
2024,6,09.06.2024,"-987,90",[counterparty_hash:2a84eb0be0],,Оплата поставщикам ,Выбытие
2024,6,09.06.2024,"-8,99",[counterparty_hash:2a84eb0be0],,Содержание торговых точек,Выбытие
2024,6,03.06.2024,"18 000,00",,,Поступление — Перевод между счетами,
2024,6,03.06.2024,"-18 000,00",[counterparty_hash:a079b1ede6],,Оплаты по кредитам и займам,Выбытие
2024,6,04.06.2024,"-459,00",[counterparty_hash:a079b1ede6],,Оплаты по кредитам и займам,Выбытие
2024,6,10.06.2024,"21 675,02",[counterparty_hash:335b2a2e9a],,Поступление денег с торг. точек,Поступление
2024,6,10.06.2024,"-299,00",[counterparty_hash:a079b1ede6],,РКО,Выбытие
2024,6,10.06.2024,"-365 000,00",,,Выбытие — Перевод между счетами,
2024,6,10.06.2024,"-30,45",[counterparty_hash:a079b1ede6],,Эквайринг,Выбытие
2024,6,11.06.2024,"27 530,53",[counterparty_hash:335b2a2e9a],,Поступление денег с торг. точек,Поступление
2024,6,11.06.2024,"-35,60",[counterparty_hash:a079b1ede6],,Эквайринг,Выбытие
2024,6,10.06.2024,"80 457,00",[counterparty_hash:335b2a2e9a],,Поступление денег с торг. точек,Поступление
2024,6,10.06.2024,"-1 207,05",[counterparty_hash:a079b1ede6],,Эквайринг,Выбытие
2024,6,10.06.2024,"-5 000,00",[counterparty_hash:810942d5fa],,Телекоммуникации,Выбытие
2024,6,10.06.2024,"365 000,00",,,Поступление — Перевод между счетами,
2024,6,10.06.2024,"-65 618,00",[counterparty_hash:48d0f61ee3],,Аренда торговых точек,Выбытие
2024,6,10.06.2024,"1 089,00",[counterparty_hash:335b2a2e9a],,Поступление денег с торг. точек,Поступление
2024,6,10.06.2024,"-4,36",[counterparty_hash:a079b1ede6],,Эквайринг,Выбытие
2024,6,10.06.2024,"465,00",[counterparty_hash:335b2a2e9a],,Поступление денег с торг. точек,Поступление
2024,6,10.06.2024,"-1,86",[counterparty_hash:a079b1ede6],,Эквайринг,Выбытие
2024,6,10.06.2024,"370,00",[counterparty_hash:335b2a2e9a],,Поступление денег с торг. точек,Поступление
2024,6,10.06.2024,"-1,48",[counterparty_hash:a079b1ede6],,Эквайринг,Выбытие
2024,6,10.06.2024,"-556,60",[counterparty_hash:10ad09b2bf],,Оплата поставщикам ,Выбытие
2024,6,10.06.2024,"-6 123,13",[counterparty_hash:2a84eb0be0],,Оплата поставщикам ,Выбытие
2024,6,10.06.2024,"-1 697,10",[counterparty_hash:2a84eb0be0],,Расходы на питание персонала,Выбытие
2024,6,10.06.2024,"-471,95",[counterparty_hash:2a84eb0be0],,Содержание торговых точек,Выбытие
2024,6,11.06.2024,"68 020,60",[counterparty_hash:335b2a2e9a],,Поступление денег с торг. точек,Поступление
2024,6,11.06.2024,"-1 020,43",[counterparty_hash:a079b1ede6],,Эквайринг,Выбытие
2024,6,11.06.2024,"-22 242,00",[counterparty_hash:b34e6f2344],[private_purpose_hash:a5ac1e72e3],Покупка ОС,Выбытие
2024,6,11.06.2024,"-540,00",[counterparty_hash:2a84eb0be0],,Оплата поставщикам ,Выбытие
2024,6,11.06.2024,"-1 767,00",[counterparty_hash:7518be4ba8],[private_purpose_hash:ed90e8dad1],Расходы на персонал,Выбытие
2024,6,11.06.2024,"-2 245,25",[counterparty_hash:2a84eb0be0],,Оплата поставщикам ,Выбытие
2024,6,10.06.2024,"30 150,00",,,Поступление — Перевод между счетами,
2024,6,11.06.2024,"-1 883,00",[counterparty_hash:b2b25bc0ee],,Поиск и найм персонала,Выбытие
2024,6,11.06.2024,"2 200,00",[counterparty_hash:7518be4ba8],[private_purpose_hash:3f689c75a6],Прочие поступления,Поступление
2024,6,11.06.2024,"500,00",[counterparty_hash:856bc7fd96],,Курьерская служба +,Поступление
2024,6,11.06.2024,"-2 000,00",[counterparty_hash:7d88c914c2],,Аренда торговых точек,Выбытие
2024,6,11.06.2024,"-113 720,00",[counterparty_hash:856bc7fd96],,Зарплата производственного персонала,Выбытие
2024,6,10.06.2024,"-9 660,00",[counterparty_hash:856bc7fd96],,Курьерская служба -,Выбытие
2024,6,10.06.2024,"26 046,20",[counterparty_hash:335b2a2e9a],,Поступление денег с торг. точек,Поступление
2024,6,10.06.2024,"-30 150,00",,,Выбытие — Перевод между счетами,
2024,6,10.06.2024,"-5 238,00",[counterparty_hash:2a84eb0be0],,Оплата поставщикам ,Выбытие
2024,6,10.06.2024,"-186,00",[counterparty_hash:2a84eb0be0],,Расходы на питание персонала,Выбытие
2024,6,11.06.2024,"-10 560,00",[counterparty_hash:856bc7fd96],,Курьерская служба -,Выбытие
2024,6,11.06.2024,"20 714,00",[counterparty_hash:335b2a2e9a],,Поступление денег с торг. точек,Поступление
2024,6,12.06.2024,"27 399,03",[counterparty_hash:335b2a2e9a],,Поступление денег с торг. точек,Поступление
2024,6,12.06.2024,"-44,34",[counterparty_hash:a079b1ede6],,Эквайринг,Выбытие
2024,6,12.06.2024,"-7 731,00",[counterparty_hash:2a84eb0be0],,Оплата поставщикам ,Выбытие
2024,6,12.06.2024,"-12 480,00",[counterparty_hash:856bc7fd96],,Курьерская служба -,Выбытие
2024,6,12.06.2024,"26 188,15",[counterparty_hash:335b2a2e9a],,Поступление денег с торг. точек,Поступление
2024,6,12.06.2024,"79 702,00",[counterparty_hash:335b2a2e9a],,Поступление денег с торг. точек,Поступление
2024,6,12.06.2024,"-1 195,67",[counterparty_hash:a079b1ede6],,Эквайринг,Выбытие
2024,6,12.06.2024,"320,00",[counterparty_hash:335b2a2e9a],,Поступление денег с торг. точек,Поступление
2024,6,12.06.2024,"-1,28",[counterparty_hash:a079b1ede6],,Эквайринг,Выбытие
2024,6,12.06.2024,"-7 412,00",[counterparty_hash:2a84eb0be0],[private_purpose_hash:28ebc18666],Содержание торговых точек,Выбытие
2024,6,12.06.2024,"-37,96",[counterparty_hash:2a84eb0be0],,Содержание торговых точек,Выбытие
2024,6,12.06.2024,"-4 882,87",[counterparty_hash:2a84eb0be0],,Оплата поставщикам ,Выбытие
2024,6,12.06.2024,"-2 719,63",[counterparty_hash:2a84eb0be0],,Расходы на питание персонала,Выбытие
2024,6,13.06.2024,"103 652,80",[counterparty_hash:335b2a2e9a],,Поступление денег с торг. точек,Поступление
2024,6,13.06.2024,"-1 555,00",[counterparty_hash:a079b1ede6],,Эквайринг,Выбытие
2024,6,13.06.2024,"-5 000,00",[counterparty_hash:810942d5fa],,Оплата поставщикам ,Выбытие
2024,6,13.06.2024,"-2 426,63",[counterparty_hash:2a84eb0be0],,Оплата поставщикам ,Выбытие
2024,6,13.06.2024,"-279,00",[counterparty_hash:2a84eb0be0],,Оплата поставщикам ,Выбытие
2024,6,13.06.2024,"-7 740,00",[counterparty_hash:856bc7fd96],,Курьерская служба -,Выбытие
2024,6,13.06.2024,"-900,00",[counterparty_hash:e0e7137bcf],,Оплата поставщикам ,Выбытие
2024,6,13.06.2024,"17 225,00",[counterparty_hash:335b2a2e9a],,Поступление денег с торг. точек,Поступление
2024,6,13.06.2024,"31 638,43",[counterparty_hash:335b2a2e9a],,Поступление денег с торг. точек,Поступление
2024,6,13.06.2024,"-36,17",[counterparty_hash:a079b1ede6],,Эквайринг,Выбытие
2024,6,14.06.2024,"25 367,51",[counterparty_hash:335b2a2e9a],,Поступление денег с торг. точек,Поступление
2024,6,14.06.2024,"-30,87",[counterparty_hash:a079b1ede6],,Эквайринг,Выбытие
2024,6,15.06.2024,"23 417,33",[counterparty_hash:335b2a2e9a],,Поступление денег с торг. точек,Поступление
2024,6,15.06.2024,"-13,13",[counterparty_hash:a079b1ede6],,Эквайринг,Выбытие
2024,6,16.06.2024,"30 311,64",[counterparty_hash:335b2a2e9a],,Поступление денег с торг. точек,Поступление
2024,6,16.06.2024,"-36,36",[counterparty_hash:a079b1ede6],,Эквайринг,Выбытие
2024,6,14.06.2024,"-8 412,00",[counterparty_hash:2a84eb0be0],,Оплата поставщикам ,Выбытие
2024,6,14.06.2024,"-185,00",[counterparty_hash:2a84eb0be0],,Расходы на питание персонала,Выбытие
2024,6,14.06.2024,"-13 460,00",[counterparty_hash:856bc7fd96],,Курьерская служба -,Выбытие
2024,6,14.06.2024,"-1 350,00",[counterparty_hash:e0e7137bcf],,Транспортные услуги,Выбытие
2024,6,14.06.2024,"27 118,70",[counterparty_hash:335b2a2e9a],,Поступление денег с торг. точек,Поступление
2024,6,15.06.2024,"-12 880,00",[counterparty_hash:856bc7fd96],,Курьерская служба -,Выбытие
2024,6,15.06.2024,"13 444,00",[counterparty_hash:335b2a2e9a],,Поступление денег с торг. точек,Поступление
2024,6,16.06.2024,"-4 272,00",[counterparty_hash:2a84eb0be0],,Оплата поставщикам ,Выбытие
2024,6,16.06.2024,"-11 700,00",[counterparty_hash:856bc7fd96],,Курьерская служба -,Выбытие
2024,6,16.06.2024,"20 931,00",[counterparty_hash:335b2a2e9a],,Поступление денег с торг. точек,Поступление
2024,6,14.06.2024,"47 555,95",[counterparty_hash:335b2a2e9a],,Поступление денег с торг. точек,Поступление
2024,6,14.06.2024,"-713,44",[counterparty_hash:a079b1ede6],,Эквайринг,Выбытие
2024,6,14.06.2024,"-65 000,00",,,Выбытие — Перевод между счетами,
2024,6,14.06.2024,"2 207,00",[counterparty_hash:335b2a2e9a],,Поступление денег с торг. точек,Поступление
2024,6,14.06.2024,"-8,83",[counterparty_hash:a079b1ede6],,Эквайринг,Выбытие
2024,6,14.06.2024,"-229,98",[counterparty_hash:2a84eb0be0],,Содержание торговых точек,Выбытие
2024,6,14.06.2024,"-164,97",[counterparty_hash:2a84eb0be0],,Расходы на питание персонала,Выбытие
2024,6,14.06.2024,"-4 737,84",[counterparty_hash:2a84eb0be0],,Оплата поставщикам ,Выбытие
2024,6,14.06.2024,"-93,15",[counterparty_hash:10ad09b2bf],,Оплата поставщикам ,Выбытие
2024,6,15.06.2024,"125 097,00",[counterparty_hash:335b2a2e9a],,Поступление денег с торг. точек,Поступление
2024,6,15.06.2024,"-1 876,67",[counterparty_hash:a079b1ede6],,Эквайринг,Выбытие
2024,6,15.06.2024,"-3 665,25",[counterparty_hash:81088c4e1c],,Оплата поставщикам ,Выбытие
2024,6,15.06.2024,"-21 794,60",[counterparty_hash:acffbdf399],,Оплата поставщикам ,Выбытие
2024,6,15.06.2024,"-9 085,14",[counterparty_hash:10ad09b2bf],,Оплата поставщикам ,Выбытие
2024,6,15.06.2024,"-7 200,00",[counterparty_hash:10ad09b2bf],,Оплата поставщикам ,Выбытие
2024,6,15.06.2024,"-95 878,50",[counterparty_hash:01761130fc],,Оплата поставщикам ,Выбытие
2024,6,15.06.2024,"3 961,00",[counterparty_hash:335b2a2e9a],,Поступление денег с торг. точек,Поступление
2024,6,15.06.2024,"-15,84",[counterparty_hash:a079b1ede6],,Эквайринг,Выбытие
2024,6,15.06.2024,"2 289,00",[counterparty_hash:335b2a2e9a],,Поступление денег с торг. точек,Поступление
2024,6,15.06.2024,"-9,16",[counterparty_hash:a079b1ede6],,Эквайринг,Выбытие
2024,6,15.06.2024,"1 567,00",[counterparty_hash:335b2a2e9a],,Поступление денег с торг. точек,Поступление
2024,6,15.06.2024,"-6,27",[counterparty_hash:a079b1ede6],,Эквайринг,Выбытие
2024,6,16.06.2024,"-33 829,81",[counterparty_hash:c7da8c8c1f],,Оплата поставщикам ,Выбытие
2024,6,16.06.2024,"-31 631,96",[counterparty_hash:55d2a5f343],,Оплата поставщикам ,Выбытие
2024,6,16.06.2024,"-75 441,52",[counterparty_hash:81088c4e1c],,Оплата поставщикам ,Выбытие
2024,6,16.06.2024,"-1 364,00",[counterparty_hash:64b5ca4d90],,Оплата поставщикам ,Выбытие
2024,6,16.06.2024,"-41 388,00",[counterparty_hash:4b0e39f45b],,Оплата поставщикам ,Выбытие
2024,6,16.06.2024,"111 098,00",[counterparty_hash:335b2a2e9a],,Поступление денег с торг. точек,Поступление
2024,6,16.06.2024,"-72,00",[counterparty_hash:3cab83ecee],,Налоги с з/п,Выбытие
2024,6,16.06.2024,"-1 666,73",[counterparty_hash:a079b1ede6],,Эквайринг,Выбытие
2024,6,16.06.2024,"-145 000,00",,,Выбытие — Перевод между счетами,
2024,6,16.06.2024,"816,00",[counterparty_hash:335b2a2e9a],,Поступление денег с торг. точек,Поступление
2024,6,16.06.2024,"-3,26",[counterparty_hash:a079b1ede6],,Эквайринг,Выбытие
2024,6,16.06.2024,"22,00",[counterparty_hash:335b2a2e9a],,Поступление денег с торг. точек,Поступление
2024,6,16.06.2024,"-0,09",[counterparty_hash:a079b1ede6],,Эквайринг,Выбытие
2024,6,16.06.2024,"-2 306,38",[counterparty_hash:2a84eb0be0],,Расходы на питание персонала,Выбытие
2024,6,16.06.2024,"-135,99",[counterparty_hash:2a84eb0be0],,Содержание торговых точек,Выбытие
2024,6,16.06.2024,"-3 702,34",[counterparty_hash:2a84eb0be0],,Оплата поставщикам ,Выбытие
2024,6,13.06.2024,"-3 000,00",[counterparty_hash:7518be4ba8],[private_purpose_hash:679ee21132],Содержание торговых точек,Выбытие
2024,6,15.06.2024,"-5 000,00",[counterparty_hash:856bc7fd96],,Содержание торговых точек,Выбытие
2024,6,13.06.2024,"-28 350,00",,,Выбытие — Перевод между счетами,
2024,6,10.06.2024,"-900,00",[counterparty_hash:e0e7137bcf],,Оплата поставщикам ,Выбытие
2024,6,13.06.2024,"28 350,00",,,Поступление — Перевод между счетами,
2024,6,17.06.2024,"-2 000,00",[counterparty_hash:e0e7137bcf],,Оплата поставщикам ,Выбытие
2024,6,18.06.2024,"15 090,00",,,Поступление — Перевод между счетами,
2024,6,18.06.2024,"-200,00",[counterparty_hash:a079b1ede6],,РКО,Выбытие
2024,6,15.06.2024,"-100,00",[counterparty_hash:7518be4ba8],,Телекоммуникации,Выбытие
2024,6,17.06.2024,"-6 876,00",[counterparty_hash:1340ea64e9],,Оплата поставщикам ,Выбытие
2024,6,17.06.2024,"-900,00",[counterparty_hash:7518be4ba8],[private_purpose_hash:55a8afe323],Содержание торговых точек,Выбытие
2024,6,17.06.2024,"-8 320,00",[counterparty_hash:856bc7fd96],,Курьерская служба -,Выбытие
2024,6,17.06.2024,"22 033,95",[counterparty_hash:335b2a2e9a],,Поступление денег с торг. точек,Поступление
2024,6,17.06.2024,"18 158,54",[counterparty_hash:335b2a2e9a],,Поступление денег с торг. точек,Поступление
2024,6,17.06.2024,"-16,32",[counterparty_hash:a079b1ede6],,Эквайринг,Выбытие
2024,6,17.06.2024,"94 793,00",[counterparty_hash:335b2a2e9a],,Поступление денег с торг. точек,Поступление
2024,6,17.06.2024,"-1 422,13",[counterparty_hash:a079b1ede6],,Эквайринг,Выбытие
2024,6,17.06.2024,"465,00",[counterparty_hash:335b2a2e9a],,Поступление денег с торг. точек,Поступление
2024,6,17.06.2024,"-1,86",[counterparty_hash:a079b1ede6],,Эквайринг,Выбытие
2024,6,17.06.2024,"310,00",[counterparty_hash:335b2a2e9a],,Поступление денег с торг. точек,Поступление
2024,6,17.06.2024,"-1,24",[counterparty_hash:a079b1ede6],,Эквайринг,Выбытие
2024,6,17.06.2024,"500,00",[counterparty_hash:335b2a2e9a],,Поступление денег с торг. точек,Поступление
2024,6,17.06.2024,"-2,00",[counterparty_hash:a079b1ede6],,Эквайринг,Выбытие
2024,6,17.06.2024,"-18,98",[counterparty_hash:2a84eb0be0],,Содержание торговых точек,Выбытие
2024,6,17.06.2024,"-1 071,75",[counterparty_hash:2a84eb0be0],,Оплата поставщикам ,Выбытие
2024,6,18.06.2024,"74 600,00",,,Поступление — Перевод между счетами,
2024,6,18.06.2024,"-154 650,00",[counterparty_hash:856bc7fd96],,Зарплата производственного персонала,Выбытие
2024,6,14.06.2024,"65 000,00",,,Поступление — Перевод между счетами,
2024,6,14.06.2024,"-10 000,00",,,Выбытие — Перевод между счетами,
2024,6,14.06.2024,"-15 000,00",[counterparty_hash:856bc7fd96],,Зарплата административного персонала,Выбытие
2024,6,14.06.2024,"-15 000,00",[counterparty_hash:856bc7fd96],,Содержание торговых точек,Выбытие
2024,6,14.06.2024,"10 000,00",,,Поступление — Перевод между счетами,
2024,6,14.06.2024,"-25 000,00",[counterparty_hash:856bc7fd96],,Зарплата административного персонала,Выбытие
2024,6,16.06.2024,"145 000,00",,,Поступление — Перевод между счетами,
2024,6,16.06.2024,"-145 000,00",[counterparty_hash:a079b1ede6],,Оплаты по кредитам и займам,Выбытие
2024,6,18.06.2024,"74 600,00",,,Поступление — Перевод между счетами,
2024,6,18.06.2024,"-74 600,00",,,Выбытие — Перевод между счетами,
2024,6,18.06.2024,"-4 167,00",[counterparty_hash:2a84eb0be0],,Оплата поставщикам ,Выбытие
2024,6,18.06.2024,"-15 090,00",,,Выбытие — Перевод между счетами,
2024,6,18.06.2024,"-9 940,00",[counterparty_hash:856bc7fd96],,Курьерская служба -,Выбытие
2024,6,18.06.2024,"20 016,00",[counterparty_hash:335b2a2e9a],,Поступление денег с торг. точек,Поступление
2024,6,18.06.2024,"16 272,53",[counterparty_hash:335b2a2e9a],,Поступление денег с торг. точек,Поступление
2024,6,18.06.2024,"-10,58",[counterparty_hash:a079b1ede6],,Эквайринг,Выбытие
2024,6,18.06.2024,"-200 000,00",,,Выбытие — Перевод между счетами,
2024,6,18.06.2024,"60 939,00",[counterparty_hash:335b2a2e9a],,Поступление денег с торг. точек,Поступление
2024,6,18.06.2024,"-914,20",[counterparty_hash:a079b1ede6],,Эквайринг,Выбытие
2024,6,18.06.2024,"-5 000,00",[counterparty_hash:810942d5fa],,Телекоммуникации,Выбытие
2024,6,18.06.2024,"-74 600,00",,,Выбытие — Перевод между счетами,
2024,6,18.06.2024,"805,00",[counterparty_hash:335b2a2e9a],,Поступление денег с торг. точек,Поступление
2024,6,18.06.2024,"-3,22",[counterparty_hash:a079b1ede6],,Эквайринг,Выбытие
2024,6,18.06.2024,"250,00",[counterparty_hash:335b2a2e9a],,Поступление денег с торг. точек,Поступление
2024,6,18.06.2024,"-1,00",[counterparty_hash:a079b1ede6],,Эквайринг,Выбытие
2024,6,18.06.2024,"-5 992,02",[counterparty_hash:2a84eb0be0],,Оплата поставщикам ,Выбытие
2024,6,18.06.2024,"-1 537,17",[counterparty_hash:2a84eb0be0],,Расходы на питание персонала,Выбытие
2024,6,18.06.2024,"-429,92",[counterparty_hash:2a84eb0be0],,Содержание торговых точек,Выбытие
2024,6,10.06.2024,"-105 000,00",[counterparty_hash:9d002889b3],,Дивиденды,Выбытие
2024,6,10.06.2024,"-105 000,00",[counterparty_hash:913fe52b19],,Дивиденды,Выбытие
2024,6,19.06.2024,"-9 640,00",[counterparty_hash:856bc7fd96],,Курьерская служба -,Выбытие
2024,6,19.06.2024,"24 978,00",[counterparty_hash:335b2a2e9a],,Поступление денег с торг. точек,Поступление
2024,6,19.06.2024,"20 109,29",[counterparty_hash:335b2a2e9a],,Поступление денег с торг. точек,Поступление
2024,6,19.06.2024,"-30,41",[counterparty_hash:a079b1ede6],,Эквайринг,Выбытие
2024,6,19.06.2024,"80 332,65",[counterparty_hash:335b2a2e9a],,Поступление денег с торг. точек,Поступление
2024,6,19.06.2024,"200 000,00",,,Поступление — Перевод между счетами,
2024,6,19.06.2024,"-1 205,16",[counterparty_hash:a079b1ede6],,Эквайринг,Выбытие
2024,6,19.06.2024,"1 299,00",[counterparty_hash:335b2a2e9a],,Поступление денег с торг. точек,Поступление
2024,6,19.06.2024,"10,00",[counterparty_hash:335b2a2e9a],,Поступление денег с торг. точек,Поступление
2024,6,19.06.2024,"-5,24",[counterparty_hash:a079b1ede6],,Эквайринг,Выбытие
2024,6,19.06.2024,"1 579,00",[counterparty_hash:335b2a2e9a],,Поступление денег с торг. точек,Поступление
2024,6,19.06.2024,"-6,32",[counterparty_hash:a079b1ede6],,Эквайринг,Выбытие
2024,6,19.06.2024,"2 099,00",[counterparty_hash:335b2a2e9a],,Поступление денег с торг. точек,Поступление
2024,6,19.06.2024,"-8,40",[counterparty_hash:a079b1ede6],,Эквайринг,Выбытие
2024,6,20.06.2024,"-1 000,00",[counterparty_hash:b2b25bc0ee],,Поиск и найм персонала,Выбытие
2024,6,20.06.2024,"81 202,00",[counterparty_hash:335b2a2e9a],,Поступление денег с торг. точек,Поступление
2024,6,20.06.2024,"-1 218,16",[counterparty_hash:a079b1ede6],,Эквайринг,Выбытие
2024,6,20.06.2024,"2 465,00",[counterparty_hash:335b2a2e9a],,Поступление денег с торг. точек,Поступление
2024,6,20.06.2024,"955,00",[counterparty_hash:335b2a2e9a],,Поступление денег с торг. точек,Поступление
2024,6,20.06.2024,"-9,86",[counterparty_hash:a079b1ede6],,Эквайринг,Выбытие
2024,6,20.06.2024,"-3,82",[counterparty_hash:a079b1ede6],,Эквайринг,Выбытие
2024,6,20.06.2024,"-3 776,52",[counterparty_hash:2a84eb0be0],,Оплата поставщикам ,Выбытие
2024,6,20.06.2024,"-35,96",[counterparty_hash:2a84eb0be0],,Содержание торговых точек,Выбытие
