 Регистрация категорий,,,,,Особоые условия по депозитам (Для внештатников проставь НУЛИ),,,,Выдача депозитов,,,,Регистрация вступления в должность старших поваров,,,,Регистрация штрафов и премий,,,,
Дата постановки на категорию,Имя сотрудника,Должность,Категория,,Имя сотрудника,Требуемый депозит (указать при особых условиях),Сумма удержания (указать при особых условиях),,Имя сотрудника,Депозит при уволнении,Коэффициент выдачи ,,Дата вступления в должность,Имя сотрудника,Надбавка,,Дата,Имя сотрудника,Сумма,Вид начисления/списания,[redacted_comment]
,,,,,,,,,,,,,,,,,01.03.2026,employee_15b9fd024a,160,Штрафы и удержания,[redacted_comment]
,,,,,,,,,,,,,,,,,01.03.2026,employee_924cd1265f,420,Штрафы и удержания,[redacted_comment]
,,,,,,,,,,,,,,,,,02.03.2026,employee_53a5b186a9,300,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,02.03.2026,employee_b3338b123c,75,Штрафы и удержания,[redacted_comment]
,,,,,,,,,,,,,,,,,02.03.2026,employee_51247484d7,75,Штрафы и удержания,[redacted_comment]
,,,,,,,,,,,,,,,,,02.03.2026,employee_2dcfa0649d,75,Штрафы и удержания,[redacted_comment]
,,,,,,,,,,,,,,,,,02.03.2026,employee_a285bf7cad,75,Штрафы и удержания,[redacted_comment]
,,,,,,,,,,,,,,,,,03.03.2026,employee_64c46f16b7,1000,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,03.03.2026,employee_15b9fd024a,1000,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,03.03.2026,employee_15b9fd024a,500,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,03.03.2026,employee_53a5b186a9,800,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,03.03.2026,employee_908545f9b4,1500,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,04.03.2026,employee_9b36065fce,500,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,04.03.2026,employee_15b9fd024a,800,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,06.03.2026,employee_a321587054,5000,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,07.03.2026,employee_a321587054,12500,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,07.03.2026,employee_dfa826d51c,12000,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,07.03.2026,employee_3c4a629691,500,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,07.03.2026,employee_908545f9b4,500,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,08.03.2026,employee_53a5b186a9,500,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,08.03.2026,employee_15b9fd024a,500,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,08.03.2026,employee_62c77ec038,500,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,08.03.2026,employee_9b36065fce,500,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,05.03.2026,employee_b3338b123c,300,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,06.03.2026,employee_b3338b123c,300,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,07.03.2026,employee_b3338b123c,300,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,08.03.2026,employee_b3338b123c,150,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,04.03.2026,employee_51247484d7,300,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,08.03.2026,employee_51247484d7,150,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,09.03.2026,employee_51247484d7,300,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,09.03.2026,employee_51247484d7,1625,Удержание НДФЛ,
,,,,,,,,,,,,,,,,,08.03.2026,employee_b3338b123c,200,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,08.03.2026,employee_51247484d7,200,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,08.03.2026,employee_2dcfa0649d,200,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,08.03.2026,employee_a285bf7cad,200,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,08.03.2026,employee_62c77ec038,1000,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,08.03.2026,employee_3c4a629691,1000,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,08.03.2026,employee_53a5b186a9,1000,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,08.03.2026,employee_15b9fd024a,1000,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,08.03.2026,employee_9b36065fce,700,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,09.03.2026,employee_f420556a57,500,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,08.03.2026,employee_908545f9b4,300,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,10.03.2026,employee_908545f9b4,1500,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,10.03.2026,employee_15b9fd024a,500,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,11.03.2026,employee_dfa826d51c,12200,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,11.03.2026,employee_53a5b186a9,750,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,16.03.2026,employee_15b9fd024a,1500,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,16.03.2026,employee_f420556a57,500,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,14.03.2026,employee_9b36065fce,56,Штрафы и удержания,[redacted_comment]
,,,,,,,,,,,,,,,,,10.03.2026,employee_51247484d7,300,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,14.03.2026,employee_51247484d7,300,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,15.03.2026,employee_51247484d7,300,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,16.03.2026,employee_51247484d7,300,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,11.03.2026,employee_b3338b123c,300,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,12.03.2026,employee_b3338b123c,300,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,13.03.2026,employee_b3338b123c,300,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,16.03.2026,employee_3c4a629691,500,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,19.03.2026,employee_53a5b186a9,500,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,19.03.2026,employee_9b36065fce,500,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,22.03.2026,employee_15b9fd024a,340,Штрафы и удержания,[redacted_comment]
,,,,,,,,,,,,,,,,,22.03.2026,employee_5f0f16a52b,110,Штрафы и удержания,[redacted_comment]
,,,,,,,,,,,,,,,,,22.03.2026,employee_9b36065fce,134,Штрафы и удержания,[redacted_comment]
,,,,,,,,,,,,,,,,,22.03.2026,employee_3c4a629691,1000,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,22.03.2026,employee_15b9fd024a,1500,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,22.03.2026,employee_035a618100,600,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,22.03.2026,employee_53a5b186a9,1000,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,22.03.2026,employee_908545f9b4,1500,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,22.03.2026,employee_9b36065fce,500,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,22.03.2026,employee_15b9fd024a,500,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,22.03.2026,employee_f420556a57,500,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,17.03.2026,employee_b3338b123c,300,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,18.03.2026,employee_b3338b123c,300,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,19.03.2026,employee_b3338b123c,300,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,23.03.2026,employee_b3338b123c,300,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,20.03.2026,employee_51247484d7,300,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,21.03.2026,employee_51247484d7,300,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,22.03.2026,employee_51247484d7,300,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,22.03.2026,employee_5f0f16a52b,2000,Штрафы и удержания,[redacted_comment]
,,,,,,,,,,,,,,,,,18.03.2026,employee_dfa826d51c,4000,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,30.03.2026,employee_51247484d7,1625,Удержание НДФЛ,
,,,,,,,,,,,,,,,,,28.03.2026,employee_f420556a57,402,Штрафы и удержания,[redacted_comment]
,,,,,,,,,,,,,,,,,28.03.2026,employee_035a618100,250,Штрафы и удержания,[redacted_comment]
,,,,,,,,,,,,,,,,,28.03.2026,employee_15b9fd024a,55,Штрафы и удержания,[redacted_comment]
,,,,,,,,,,,,,,,,,28.03.2026,employee_9b36065fce,55,Штрафы и удержания,[redacted_comment]
,,,,,,,,,,,,,,,,,28.03.2026,employee_3c4a629691,1000,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,28.03.2026,employee_908545f9b4,1500,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,28.03.2026,employee_15b9fd024a,1500,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,24.03.2026,employee_b3338b123c,300,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,25.03.2026,employee_b3338b123c,300,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,29.03.2026,employee_b3338b123c,300,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,30.03.2026,employee_b3338b123c,300,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,26.03.2026,employee_51247484d7,300,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,27.03.2026,employee_51247484d7,300,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,28.03.2026,employee_51247484d7,300,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,31.03.2026,employee_15b9fd024a,500,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,31.03.2026,employee_9b36065fce,500,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,31.03.2026,employee_908545f9b4,500,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,01.04.2026,employee_53a5b186a9,800,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,01.04.2026,employee_035a618100,500,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,01.04.2026,employee_908545f9b4,500,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,31.03.2026,employee_b3338b123c,200,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,31.03.2026,employee_2dcfa0649d,200,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,31.03.2026,employee_908545f9b4,200,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,31.03.2026,employee_9b36065fce,200,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,31.03.2026,employee_15b9fd024a,200,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,31.03.2026,employee_f2a23819d8,200,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,31.03.2026,employee_b3338b123c,300,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,04.04.2026,employee_b3338b123c,300,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,05.04.2026,employee_b3338b123c,300,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,06.04.2026,employee_b3338b123c,300,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,01.04.2026,employee_51247484d7,300,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,02.04.2026,employee_51247484d7,300,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,03.04.2026,employee_51247484d7,300,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,01.04.2026,employee_b3338b123c,205,Штрафы и удержания,[redacted_comment]
,,,,,,,,,,,,,,,,,01.04.2026,employee_51247484d7,205,Штрафы и удержания,[redacted_comment]
,,,,,,,,,,,,,,,,,01.04.2026,employee_2dcfa0649d,205,Штрафы и удержания,[redacted_comment]
,,,,,,,,,,,,,,,,,01.04.2026,employee_a285bf7cad,205,Штрафы и удержания,[redacted_comment]
,,,,,,,,,,,,,,,,,03.04.2026,employee_15b9fd024a,68,Штрафы и удержания,[redacted_comment]
,,,,,,,,,,,,,,,,,04.04.2026,employee_035a618100,100,Штрафы и удержания,[redacted_comment]
,,,,,,,,,,,,,,,,,05.04.2026,employee_f420556a57,110,Штрафы и удержания,[redacted_comment]
,,,,,,,,,,,,,,,,,05.04.2026,employee_53a5b186a9,5000,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,05.04.2026,employee_f420556a57,10000,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,05.04.2026,employee_15b9fd024a,1200,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,05.04.2026,employee_3c4a629691,1000,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,05.04.2026,employee_908545f9b4,500,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,05.04.2026,employee_9b36065fce,500,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,05.04.2026,employee_15b9fd024a,500,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,12.04.2026,employee_035a618100,500,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,12.04.2026,employee_53a5b186a9,1000,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,12.04.2026,employee_3c4a629691,1000,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,12.04.2026,employee_15b9fd024a,1700,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,12.04.2026,employee_908545f9b4,1500,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,07.04.2026,employee_51247484d7,300,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,08.04.2026,employee_51247484d7,300,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,09.04.2026,employee_51247484d7,300,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,12.04.2026,employee_51247484d7,300,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,13.04.2026,employee_51247484d7,300,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,10.04.2026,employee_b3338b123c,300,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,11.04.2026,employee_b3338b123c,300,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,13.04.2026,employee_51247484d7,1625,Удержание НДФЛ,
,,,,,,,,,,,,,,,,,14.04.2026,employee_f420556a57,500,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,14.04.2026,employee_53a5b186a9,1000,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,14.04.2026,employee_035a618100,500,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,14.04.2026,employee_f420556a57,160,Штрафы и удержания,[redacted_comment]
,,,,,,,,,,,,,,,,,14.04.2026,employee_15b9fd024a,190,Штрафы и удержания,[redacted_comment]
,,,,,,,,,,,,,,,,,14.04.2026,employee_62c77ec038,1000,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,20.04.2026,employee_a285bf7cad,1000,Штрафы и удержания,[redacted_comment]
,,,,,,,,,,,,,,,,,20.04.2026,employee_51247484d7,1625,Удержание НДФЛ,
,,,,,,,,,,,,,,,,,16.04.2026,employee_b3338b123c,300,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,17.04.2026,employee_b3338b123c,300,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,18.04.2026,employee_b3338b123c,300,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,14.04.2026,employee_51247484d7,300,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,15.04.2026,employee_51247484d7,300,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,19.04.2026,employee_51247484d7,300,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,20.04.2026,employee_51247484d7,300,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,19.04.2026,employee_53a5b186a9,120,Штрафы и удержания,[redacted_comment]
,,,,,,,,,,,,,,,,,19.04.2026,employee_15b9fd024a,60,Штрафы и удержания,[redacted_comment]
,,,,,,,,,,,,,,,,,19.04.2026,employee_9b36065fce,190,Штрафы и удержания,[redacted_comment]
,,,,,,,,,,,,,,,,,19.04.2026,employee_f420556a57,60,Штрафы и удержания,[redacted_comment]
,,,,,,,,,,,,,,,,,19.04.2026,employee_908545f9b4,1500,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,19.04.2026,employee_53a5b186a9,1000,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,19.04.2026,employee_035a618100,500,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,19.04.2026,employee_9b36065fce,500,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,19.04.2026,employee_f2a23819d8,300,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,19.04.2026,employee_3c4a629691,1000,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,19.04.2026,employee_8b0eb48cc4,500,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,21.04.2026,employee_15b9fd024a,2000,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,21.04.2026,employee_9b36065fce,1000,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,22.04.2026,employee_15b9fd024a,500,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,22.04.2026,employee_f420556a57,500,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,22.04.2026,employee_908545f9b4,1300,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,21.04.2026,employee_53a5b186a9,500,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,21.04.2026,employee_035a618100,500,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,27.04.2026,employee_51247484d7,3250,Удержание НДФЛ,
,,,,,,,,,,,,,,,,,27.04.2026,employee_3c4a629691,1000,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,27.04.2026,employee_15b9fd024a,1500,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,22.04.2026,employee_b3338b123c,300,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,23.04.2026,employee_b3338b123c,300,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,24.04.2026,employee_b3338b123c,300,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,21.04.2026,employee_51247484d7,300,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,25.04.2026,employee_51247484d7,300,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,26.04.2026,employee_51247484d7,300,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,27.04.2026,employee_51247484d7,300,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,27.04.2026,employee_f420556a57,300,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,25.04.2026,employee_9b36065fce,170,Штрафы и удержания,[redacted_comment]
,,,,,,,,,,,,,,,,,25.04.2026,employee_15b9fd024a,65,Штрафы и удержания,[redacted_comment]
,,,,,,,,,,,,,,,,,26.04.2026,employee_9b36065fce,55,Штрафы и удержания,[redacted_comment]
,,,,,,,,,,,,,,,,,26.04.2026,employee_44aa735d3b,55,Штрафы и удержания,[redacted_comment]
,,,,,,,,,,,,,,,,,26.04.2026,employee_f420556a57,55,Штрафы и удержания,[redacted_comment]
,,,,,,,,,,,,,,,,,25.04.2026,employee_51247484d7,800,Удержание НДФЛ,
,,,,,,,,,,,,,,,,,29.04.2026,employee_b3338b123c,660,Штрафы и удержания,[redacted_comment]
,,,,,,,,,,,,,,,,,28.04.2026,employee_b3338b123c,300,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,29.04.2026,employee_b3338b123c,300,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,30.04.2026,employee_b3338b123c,300,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,01.05.2026,employee_b3338b123c,300,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,02.05.2026,employee_b3338b123c,300,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,03.05.2026,employee_b3338b123c,300,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,28.04.2026,employee_9b36065fce,181,Штрафы и удержания,[redacted_comment]
,,,,,,,,,,,,,,,,,29.04.2026,employee_9b36065fce,65,Штрафы и удержания,[redacted_comment]
,,,,,,,,,,,,,,,,,30.04.2026,employee_9b36065fce,50,Штрафы и удержания,[redacted_comment]
,,,,,,,,,,,,,,,,,30.04.2026,employee_15b9fd024a,125,Штрафы и удержания,[redacted_comment]
,,,,,,,,,,,,,,,,,03.05.2026,employee_15b9fd024a,1500,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,03.05.2026,employee_8b0eb48cc4,500,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,03.05.2026,employee_f2a23819d8,300,Штрафы и удержания,[redacted_comment]
,,,,,,,,,,,,,,,,,03.05.2026,employee_908545f9b4,1500,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,03.05.2026,employee_3c4a629691,1000,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,03.05.2026,employee_f420556a57,700,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,09.05.2026,employee_44aa735d3b,300,Штрафы и удержания,[redacted_comment]
,,,,,,,,,,,,,,,,,09.05.2026,employee_b0e5843216,300,Штрафы и удержания,[redacted_comment]
,,,,,,,,,,,,,,,,,10.05.2026,employee_f420556a57,500,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,10.05.2026,employee_908545f9b4,1000,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,10.05.2026,employee_3c4a629691,1000,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,07.05.2026,employee_b3338b123c,300,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,08.05.2026,employee_b3338b123c,300,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,09.05.2026,employee_b3338b123c,300,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,10.05.2026,employee_b3338b123c,300,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,07.05.2026,employee_b3338b123c,200,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,07.05.2026,employee_a285bf7cad,200,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,10.05.2026,employee_3c4a629691,191,Штрафы и удержания,[redacted_comment]
,,,,,,,,,,,,,,,,,10.05.2026,employee_b0e5843216,80,Штрафы и удержания,[redacted_comment]
,,,,,,,,,,,,,,,,,10.05.2026,employee_15b9fd024a,90,Штрафы и удержания,[redacted_comment]
,,,,,,,,,,,,,,,,,10.05.2026,employee_9b36065fce,100,Штрафы и удержания,[redacted_comment]
,,,,,,,,,,,,,,,,,10.05.2026,employee_f420556a57,30,Штрафы и удержания,[redacted_comment]
,,,,,,,,,,,,,,,,,10.05.2026,employee_f2a23819d8,100,Штрафы и удержания,[redacted_comment]
,,,,,,,,,,,,,,,,,09.05.2026,employee_f420556a57,5000,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,09.05.2026,employee_a285bf7cad,60,Штрафы и удержания,[redacted_comment]
,,,,,,,,,,,,,,,,,09.05.2026,employee_8b0eb48cc4,300,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,12.05.2026,employee_15b9fd024a,1500,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,15.05.2026,employee_9b36065fce,300,Штрафы и удержания,[redacted_comment]
,,,,,,,,,,,,,,,,,13.05.2026,employee_2dcfa0649d,200,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,13.05.2026,employee_a285bf7cad,200,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,17.05.2026,employee_b0e5843216,700,Штрафы и удержания,[redacted_comment]
,,,,,,,,,,,,,,,,,17.05.2026,employee_9b36065fce,600,Штрафы и удержания,[redacted_comment]
,,,,,,,,,,,,,,,,,17.05.2026,employee_f420556a57,600,Штрафы и удержания,[redacted_comment]
,,,,,,,,,,,,,,,,,17.05.2026,employee_44aa735d3b,600,Штрафы и удержания,[redacted_comment]
,,,,,,,,,,,,,,,,,17.05.2026,employee_a285bf7cad,150,Штрафы и удержания,[redacted_comment]
,,,,,,,,,,,,,,,,,15.05.2026,employee_15b9fd024a,500,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,17.05.2026,employee_9b36065fce,200,Штрафы и удержания,[redacted_comment]
,,,,,,,,,,,,,,,,,17.05.2026,employee_f420556a57,320,Штрафы и удержания,[redacted_comment]
,,,,,,,,,,,,,,,,,17.05.2026,employee_15b9fd024a,80,Штрафы и удержания,[redacted_comment]
,,,,,,,,,,,,,,,,,15.05.2026,employee_b3338b123c,300,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,16.05.2026,employee_b3338b123c,300,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,17.05.2026,employee_b3338b123c,300,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,19.05.2026,employee_3c4a629691,500,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,19.05.2026,employee_3c4a629691,500,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,19.05.2026,employee_f420556a57,500,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,19.05.2026,employee_908545f9b4,500,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,19.05.2026,employee_908545f9b4,500,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,19.05.2026,employee_908545f9b4,500,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,20.05.2026,employee_908545f9b4,500,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,21.05.2026,employee_908545f9b4,500,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,19.05.2026,employee_2dcfa0649d,300,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,22.05.2026,employee_2dcfa0649d,150,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,23.05.2026,employee_2dcfa0649d,300,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,24.05.2026,employee_2dcfa0649d,300,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,20.05.2026,employee_b3338b123c,300,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,21.05.2026,employee_b3338b123c,300,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,22.05.2026,employee_b3338b123c,150,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,24.05.2026,employee_2dcfa0649d,200,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,24.05.2026,employee_a285bf7cad,200,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,19.05.2026,employee_f2a23819d8,103,Штрафы и удержания,[redacted_comment]
,,,,,,,,,,,,,,,,,22.05.2026,employee_15b9fd024a,105,Штрафы и удержания,[redacted_comment]
,,,,,,,,,,,,,,,,,20.05.2026,employee_908545f9b4,180,Штрафы и удержания,[redacted_comment]
,,,,,,,,,,,,,,,,,21.05.2026,employee_9b36065fce,325,Штрафы и удержания,[redacted_comment]
,,,,,,,,,,,,,,,,,19.05.2026,employee_15b9fd024a,183,Штрафы и удержания,[redacted_comment]
,,,,,,,,,,,,,,,,,20.05.2026,employee_f420556a57,74,Штрафы и удержания,[redacted_comment]
,,,,,,,,,,,,,,,,,19.05.2026,employee_15b9fd024a,46,Штрафы и удержания,[redacted_comment]
,,,,,,,,,,,,,,,,,22.05.2026,employee_f420556a57,84,Штрафы и удержания,[redacted_comment]
,,,,,,,,,,,,,,,,,23.05.2026,employee_9b36065fce,53,Штрафы и удержания,[redacted_comment]
,,,,,,,,,,,,,,,,,24.05.2026,employee_44aa735d3b,90,Штрафы и удержания,[redacted_comment]
